track_id,split,drummer,session,kit,take,stems_dir
Track00026,train,drummer3,session2,portland,15_rock_100_beat_4-4,data/StemGMD_org_9stem/train/Track00026
Track00027,train,drummer3,session2,portland,7_rock_100_beat_4-4,data/StemGMD_org_9stem/train/Track00027
Track00028,train,drummer3,session2,portland,40_hiphop_110_beat_4-4,data/StemGMD_org_9stem/train/Track00028
Track00029,train,drummer3,session2,portland,36_rock_92_beat_4-4,data/StemGMD_org_9stem/train/Track00029
Track00002,test,drummer3,session2,portland,35_rock_92_beat_4-4,data/StemGMD_org_9stem/test/Track00002
Track00030,train,drummer3,session2,portland,20_rock_92_beat_4-4,data/StemGMD_org_9stem/train/Track00030
Track00031,train,drummer3,session2,portland,46_rock_110_fill_4-4,data/StemGMD_org_9stem/train/Track00031
Track00032,train,drummer3,session2,portland,3_rock_100_beat_4-4,data/StemGMD_org_9stem/train/Track00032
Track00033,train,drummer3,session2,portland,26_hiphop_92_beat_4-4,data/StemGMD_org_9stem/train/Track00033
Track00034,train,drummer3,session2,portland,44_rock_110_fill_4-4,data/StemGMD_org_9stem/train/Track00034
Track00035,train,drummer3,session2,portland,14_rock_100_beat_4-4,data/StemGMD_org_9stem/train/Track00035
Track00036,train,drummer3,session2,portland,28_rock_92_beat_4-4,data/StemGMD_org_9stem/train/Track00036
Track00037,train,drummer3,session2,portland,29_rock_92_beat_4-4,data/StemGMD_org_9stem/train/Track00037
Track00038,train,drummer3,session2,portland,8_rock_100_beat_4-4,data/StemGMD_org_9stem/train/Track00038
Track00039,train,drummer3,session2,portland,22_rock_92_beat_4-4,data/StemGMD_org_9stem/train/Track00039
Track00040,train,drummer3,session2,portland,12_rock_100_beat_4-4,data/StemGMD_org_9stem/train/Track00040
Track00041,train,drummer3,session2,portland,9_rock_100_beat_4-4,data/StemGMD_org_9stem/train/Track00041
Track00003,test,drummer3,session2,portland,10_rock_100_beat_4-4,data/StemGMD_org_9stem/test/Track00003
Track00042,train,drummer3,session2,portland,39_rock_92_fill_4-4,data/StemGMD_org_9stem/train/Track00042
Track00043,train,drummer3,session2,portland,2_rock_100_beat_4-4,data/StemGMD_org_9stem/train/Track00043
Track00003,validation,drummer3,session2,roots,5_rock_100_beat_4-4,data/StemGMD_org_9stem/validation/Track00003
Track00044,train,drummer3,session2,roots,42_rock_110_beat_4-4,data/StemGMD_org_9stem/train/Track00044
Track00045,train,drummer3,session2,roots,45_rock_110_fill_4-4,data/StemGMD_org_9stem/train/Track00045
Track00046,train,drummer3,session2,roots,30_rock_92_beat_4-4,data/StemGMD_org_9stem/train/Track00046
Track00047,train,drummer3,session2,roots,23_rock_92_beat_4-4,data/StemGMD_org_9stem/train/Track00047
Track00048,train,drummer3,session2,roots,16_rock_100_beat_4-4,data/StemGMD_org_9stem/train/Track00048
Track00049,train,drummer3,session2,roots,6_rock_100_beat_4-4,data/StemGMD_org_9stem/train/Track00049
Track00050,train,drummer3,session2,roots,37_rock_92_beat_4-4,data/StemGMD_org_9stem/train/Track00050
Track00051,train,drummer3,session2,roots,24_rock_92_beat_4-4,data/StemGMD_org_9stem/train/Track00051
Track00052,train,drummer3,session2,roots,48_rock_110_beat_4-4,data/StemGMD_org_9stem/train/Track00052
Track00053,train,drummer3,session2,roots,41_hiphop_110_beat_4-4,data/StemGMD_org_9stem/train/Track00053
Track00054,train,drummer3,session2,roots,34_rock_92_beat_4-4,data/StemGMD_org_9stem/train/Track00054
Track00055,train,drummer3,session2,roots,21_rock_92_beat_4-4,data/StemGMD_org_9stem/train/Track00055
Track00056,train,drummer3,session2,roots,18_rock_100_beat_4-4,data/StemGMD_org_9stem/train/Track00056
Track00057,train,drummer3,session2,roots,32_hiphop_92_beat_4-4,data/StemGMD_org_9stem/train/Track00057
Track00004,test,drummer3,session2,roots,11_rock_100_beat_4-4,data/StemGMD_org_9stem/test/Track00004
Track00058,train,drummer3,session2,roots,33_hiphop_92_beat_4-4,data/StemGMD_org_9stem/train/Track00058
Track00059,train,drummer3,session2,roots,4_rock_100_beat_4-4,data/StemGMD_org_9stem/train/Track00059
Track00060,train,drummer3,session2,roots,19_rock_100_beat_4-4,data/StemGMD_org_9stem/train/Track00060
Track00004,validation,drummer3,session2,roots,25_hiphop_92_beat_4-4,data/StemGMD_org_9stem/validation/Track00004
Track00061,train,drummer3,session2,roots,13_rock_100_beat_4-4,data/StemGMD_org_9stem/train/Track00061
Track00062,train,drummer3,session2,roots,17_rock_100_beat_4-4,data/StemGMD_org_9stem/train/Track00062
Track00063,train,drummer3,session2,roots,31_hiphop_92_beat_4-4,data/StemGMD_org_9stem/train/Track00063
Track00064,train,drummer3,session2,roots,1_rock_100_beat_4-4,data/StemGMD_org_9stem/train/Track00064
Track00065,train,drummer3,session2,roots,43_rock_110_beat_4-4,data/StemGMD_org_9stem/train/Track00065
Track00066,train,drummer3,session2,roots,47_rock_110_beat_4-4,data/StemGMD_org_9stem/train/Track00066
Track00067,train,drummer3,session2,roots,27_jazz_92_beat_4-4,data/StemGMD_org_9stem/train/Track00067
Track00068,train,drummer3,session2,roots,38_rock_92_beat_4-4,data/StemGMD_org_9stem/train/Track00068
Track00069,train,drummer3,session2,roots,15_rock_100_beat_4-4,data/StemGMD_org_9stem/train/Track00069
Track00070,train,drummer3,session2,roots,7_rock_100_beat_4-4,data/StemGMD_org_9stem/train/Track00070
Track00071,train,drummer3,session2,roots,40_hiphop_110_beat_4-4,data/StemGMD_org_9stem/train/Track00071
Track00072,train,drummer3,session2,roots,36_rock_92_beat_4-4,data/StemGMD_org_9stem/train/Track00072
Track00005,test,drummer3,session2,roots,35_rock_92_beat_4-4,data/StemGMD_org_9stem/test/Track00005
Track00073,train,drummer3,session2,roots,20_rock_92_beat_4-4,data/StemGMD_org_9stem/train/Track00073
Track00074,train,drummer3,session2,roots,46_rock_110_fill_4-4,data/StemGMD_org_9stem/train/Track00074
Track00075,train,drummer3,session2,roots,3_rock_100_beat_4-4,data/StemGMD_org_9stem/train/Track00075
Track00076,train,drummer3,session2,roots,26_hiphop_92_beat_4-4,data/StemGMD_org_9stem/train/Track00076
Track00077,train,drummer3,session2,roots,44_rock_110_fill_4-4,data/StemGMD_org_9stem/train/Track00077
Track00078,train,drummer3,session2,roots,14_rock_100_beat_4-4,data/StemGMD_org_9stem/train/Track00078
Track00079,train,drummer3,session2,roots,28_rock_92_beat_4-4,data/StemGMD_org_9stem/train/Track00079
Track00080,train,drummer3,session2,roots,29_rock_92_beat_4-4,data/StemGMD_org_9stem/train/Track00080
Track00081,train,drummer3,session2,roots,8_rock_100_beat_4-4,data/StemGMD_org_9stem/train/Track00081
Track00082,train,drummer3,session2,roots,22_rock_92_beat_4-4,data/StemGMD_org_9stem/train/Track00082
Track00083,train,drummer3,session2,roots,12_rock_100_beat_4-4,data/StemGMD_org_9stem/train/Track00083
Track00084,train,drummer3,session2,roots,9_rock_100_beat_4-4,data/StemGMD_org_9stem/train/Track00084
Track00006,test,drummer3,session2,roots,10_rock_100_beat_4-4,data/StemGMD_org_9stem/test/Track00006
Track00085,train,drummer3,session2,roots,39_rock_92_fill_4-4,data/StemGMD_org_9stem/train/Track00085
Track00086,train,drummer3,session2,roots,2_rock_100_beat_4-4,data/StemGMD_org_9stem/train/Track00086
Track00005,validation,drummer3,session2,bluebird,5_rock_100_beat_4-4,data/StemGMD_org_9stem/validation/Track00005
Track00087,train,drummer3,session2,bluebird,42_rock_110_beat_4-4,data/StemGMD_org_9stem/train/Track00087
Track00088,train,drummer3,session2,bluebird,45_rock_110_fill_4-4,data/StemGMD_org_9stem/train/Track00088
Track00089,train,drummer3,session2,bluebird,30_rock_92_beat_4-4,data/StemGMD_org_9stem/train/Track00089
Track00090,train,drummer3,session2,bluebird,23_rock_92_beat_4-4,data/StemGMD_org_9stem/train/Track00090
Track00091,train,drummer3,session2,bluebird,16_rock_100_beat_4-4,data/StemGMD_org_9stem/train/Track00091
Track00092,train,drummer3,session2,bluebird,6_rock_100_beat_4-4,data/StemGMD_org_9stem/train/Track00092
Track00093,train,drummer3,session2,bluebird,37_rock_92_beat_4-4,data/StemGMD_org_9stem/train/Track00093
Track00094,train,drummer3,session2,bluebird,24_rock_92_beat_4-4,data/StemGMD_org_9stem/train/Track00094
Track00095,train,drummer3,session2,bluebird,48_rock_110_beat_4-4,data/StemGMD_org_9stem/train/Track00095
Track00096,train,drummer3,session2,bluebird,41_hiphop_110_beat_4-4,data/StemGMD_org_9stem/train/Track00096
Track00097,train,drummer3,session2,bluebird,34_rock_92_beat_4-4,data/StemGMD_org_9stem/train/Track00097
Track00098,train,drummer3,session2,bluebird,21_rock_92_beat_4-4,data/StemGMD_org_9stem/train/Track00098
Track00099,train,drummer3,session2,bluebird,18_rock_100_beat_4-4,data/StemGMD_org_9stem/train/Track00099
Track00100,train,drummer3,session2,bluebird,32_hiphop_92_beat_4-4,data/StemGMD_org_9stem/train/Track00100
Track00007,test,drummer3,session2,bluebird,11_rock_100_beat_4-4,data/StemGMD_org_9stem/test/Track00007
Track00101,train,drummer3,session2,bluebird,33_hiphop_92_beat_4-4,data/StemGMD_org_9stem/train/Track00101
Track00102,train,drummer3,session2,bluebird,4_rock_100_beat_4-4,data/StemGMD_org_9stem/train/Track00102
Track00103,train,drummer3,session2,bluebird,19_rock_100_beat_4-4,data/StemGMD_org_9stem/train/Track00103
Track00006,validation,drummer3,session2,bluebird,25_hiphop_92_beat_4-4,data/StemGMD_org_9stem/validation/Track00006
Track00104,train,drummer3,session2,bluebird,13_rock_100_beat_4-4,data/StemGMD_org_9stem/train/Track00104
Track00105,train,drummer3,session2,bluebird,17_rock_100_beat_4-4,data/StemGMD_org_9stem/train/Track00105
Track00106,train,drummer3,session2,bluebird,31_hiphop_92_beat_4-4,data/StemGMD_org_9stem/train/Track00106
Track00107,train,drummer3,session2,bluebird,1_rock_100_beat_4-4,data/StemGMD_org_9stem/train/Track00107
Track00108,train,drummer3,session2,bluebird,43_rock_110_beat_4-4,data/StemGMD_org_9stem/train/Track00108
Track00109,train,drummer3,session2,bluebird,47_rock_110_beat_4-4,data/StemGMD_org_9stem/train/Track00109
Track00110,train,drummer3,session2,bluebird,27_jazz_92_beat_4-4,data/StemGMD_org_9stem/train/Track00110
Track00111,train,drummer3,session2,bluebird,38_rock_92_beat_4-4,data/StemGMD_org_9stem/train/Track00111
Track00112,train,drummer3,session2,bluebird,15_rock_100_beat_4-4,data/StemGMD_org_9stem/train/Track00112
Track00113,train,drummer3,session2,bluebird,7_rock_100_beat_4-4,data/StemGMD_org_9stem/train/Track00113
Track00114,train,drummer3,session2,bluebird,40_hiphop_110_beat_4-4,data/StemGMD_org_9stem/train/Track00114
Track00115,train,drummer3,session2,bluebird,36_rock_92_beat_4-4,data/StemGMD_org_9stem/train/Track00115
Track00008,test,drummer3,session2,bluebird,35_rock_92_beat_4-4,data/StemGMD_org_9stem/test/Track00008
Track00116,train,drummer3,session2,bluebird,20_rock_92_beat_4-4,data/StemGMD_org_9stem/train/Track00116
Track00117,train,drummer3,session2,bluebird,46_rock_110_fill_4-4,data/StemGMD_org_9stem/train/Track00117
Track00118,train,drummer3,session2,bluebird,3_rock_100_beat_4-4,data/StemGMD_org_9stem/train/Track00118
Track00119,train,drummer3,session2,bluebird,26_hiphop_92_beat_4-4,data/StemGMD_org_9stem/train/Track00119
Track00120,train,drummer3,session2,bluebird,44_rock_110_fill_4-4,data/StemGMD_org_9stem/train/Track00120
Track00121,train,drummer3,session2,bluebird,14_rock_100_beat_4-4,data/StemGMD_org_9stem/train/Track00121
Track00122,train,drummer3,session2,bluebird,28_rock_92_beat_4-4,data/StemGMD_org_9stem/train/Track00122
Track00123,train,drummer3,session2,bluebird,29_rock_92_beat_4-4,data/StemGMD_org_9stem/train/Track00123
Track00124,train,drummer3,session2,bluebird,8_rock_100_beat_4-4,data/StemGMD_org_9stem/train/Track00124
Track00125,train,drummer3,session2,bluebird,22_rock_92_beat_4-4,data/StemGMD_org_9stem/train/Track00125
Track00126,train,drummer3,session2,bluebird,12_rock_100_beat_4-4,data/StemGMD_org_9stem/train/Track00126
Track00127,train,drummer3,session2,bluebird,9_rock_100_beat_4-4,data/StemGMD_org_9stem/train/Track00127
Track00009,test,drummer3,session2,bluebird,10_rock_100_beat_4-4,data/StemGMD_org_9stem/test/Track00009
Track00128,train,drummer3,session2,bluebird,39_rock_92_fill_4-4,data/StemGMD_org_9stem/train/Track00128
Track00129,train,drummer3,session2,bluebird,2_rock_100_beat_4-4,data/StemGMD_org_9stem/train/Track00129
Track00007,validation,drummer3,session2,detroit_garage,5_rock_100_beat_4-4,data/StemGMD_org_9stem/validation/Track00007
Track00130,train,drummer3,session2,detroit_garage,42_rock_110_beat_4-4,data/StemGMD_org_9stem/train/Track00130
Track00131,train,drummer3,session2,detroit_garage,45_rock_110_fill_4-4,data/StemGMD_org_9stem/train/Track00131
Track00132,train,drummer3,session2,detroit_garage,30_rock_92_beat_4-4,data/StemGMD_org_9stem/train/Track00132
Track00133,train,drummer3,session2,detroit_garage,23_rock_92_beat_4-4,data/StemGMD_org_9stem/train/Track00133
Track00134,train,drummer3,session2,detroit_garage,16_rock_100_beat_4-4,data/StemGMD_org_9stem/train/Track00134
Track00135,train,drummer3,session2,detroit_garage,6_rock_100_beat_4-4,data/StemGMD_org_9stem/train/Track00135
Track00136,train,drummer3,session2,detroit_garage,37_rock_92_beat_4-4,data/StemGMD_org_9stem/train/Track00136
Track00137,train,drummer3,session2,detroit_garage,24_rock_92_beat_4-4,data/StemGMD_org_9stem/train/Track00137
Track00138,train,drummer3,session2,detroit_garage,48_rock_110_beat_4-4,data/StemGMD_org_9stem/train/Track00138
Track00139,train,drummer3,session2,detroit_garage,41_hiphop_110_beat_4-4,data/StemGMD_org_9stem/train/Track00139
Track00140,train,drummer3,session2,detroit_garage,34_rock_92_beat_4-4,data/StemGMD_org_9stem/train/Track00140
Track00141,train,drummer3,session2,detroit_garage,21_rock_92_beat_4-4,data/StemGMD_org_9stem/train/Track00141
Track00142,train,drummer3,session2,detroit_garage,18_rock_100_beat_4-4,data/StemGMD_org_9stem/train/Track00142
Track00143,train,drummer3,session2,detroit_garage,32_hiphop_92_beat_4-4,data/StemGMD_org_9stem/train/Track00143
Track00010,test,drummer3,session2,detroit_garage,11_rock_100_beat_4-4,data/StemGMD_org_9stem/test/Track00010
Track00144,train,drummer3,session2,detroit_garage,33_hiphop_92_beat_4-4,data/StemGMD_org_9stem/train/Track00144
Track00145,train,drummer3,session2,detroit_garage,4_rock_100_beat_4-4,data/StemGMD_org_9stem/train/Track00145
Track00146,train,drummer3,session2,detroit_garage,19_rock_100_beat_4-4,data/StemGMD_org_9stem/train/Track00146
Track00008,validation,drummer3,session2,detroit_garage,25_hiphop_92_beat_4-4,data/StemGMD_org_9stem/validation/Track00008
Track00147,train,drummer3,session2,detroit_garage,13_rock_100_beat_4-4,data/StemGMD_org_9stem/train/Track00147
Track00148,train,drummer3,session2,detroit_garage,17_rock_100_beat_4-4,data/StemGMD_org_9stem/train/Track00148
Track00149,train,drummer3,session2,detroit_garage,31_hiphop_92_beat_4-4,data/StemGMD_org_9stem/train/Track00149
Track00150,train,drummer3,session2,detroit_garage,1_rock_100_beat_4-4,data/StemGMD_org_9stem/train/Track00150
Track00151,train,drummer3,session2,detroit_garage,43_rock_110_beat_4-4,data/StemGMD_org_9stem/train/Track00151
Track00152,train,drummer3,session2,detroit_garage,47_rock_110_beat_4-4,data/StemGMD_org_9stem/train/Track00152
Track00153,train,drummer3,session2,detroit_garage,27_jazz_92_beat_4-4,data/StemGMD_org_9stem/train/Track00153
Track00154,train,drummer3,session2,detroit_garage,38_rock_92_beat_4-4,data/StemGMD_org_9stem/train/Track00154
Track00155,train,drummer3,session2,detroit_garage,15_rock_100_beat_4-4,data/StemGMD_org_9stem/train/Track00155
Track00156,train,drummer3,session2,detroit_garage,7_rock_100_beat_4-4,data/StemGMD_org_9stem/train/Track00156
Track00157,train,drummer3,session2,detroit_garage,40_hiphop_110_beat_4-4,data/StemGMD_org_9stem/train/Track00157
Track00158,train,drummer3,session2,detroit_garage,36_rock_92_beat_4-4,data/StemGMD_org_9stem/train/Track00158
Track00011,test,drummer3,session2,detroit_garage,35_rock_92_beat_4-4,data/StemGMD_org_9stem/test/Track00011
Track00159,train,drummer3,session2,detroit_garage,20_rock_92_beat_4-4,data/StemGMD_org_9stem/train/Track00159
Track00160,train,drummer3,session2,detroit_garage,46_rock_110_fill_4-4,data/StemGMD_org_9stem/train/Track00160
Track00161,train,drummer3,session2,detroit_garage,3_rock_100_beat_4-4,data/StemGMD_org_9stem/train/Track00161
Track00162,train,drummer3,session2,detroit_garage,26_hiphop_92_beat_4-4,data/StemGMD_org_9stem/train/Track00162
Track00163,train,drummer3,session2,detroit_garage,44_rock_110_fill_4-4,data/StemGMD_org_9stem/train/Track00163
Track00164,train,drummer3,session2,detroit_garage,14_rock_100_beat_4-4,data/StemGMD_org_9stem/train/Track00164
Track00165,train,drummer3,session2,detroit_garage,28_rock_92_beat_4-4,data/StemGMD_org_9stem/train/Track00165
Track00166,train,drummer3,session2,detroit_garage,29_rock_92_beat_4-4,data/StemGMD_org_9stem/train/Track00166
Track00167,train,drummer3,session2,detroit_garage,8_rock_100_beat_4-4,data/StemGMD_org_9stem/train/Track00167
Track00168,train,drummer3,session2,detroit_garage,22_rock_92_beat_4-4,data/StemGMD_org_9stem/train/Track00168
Track00169,train,drummer3,session2,detroit_garage,12_rock_100_beat_4-4,data/StemGMD_org_9stem/train/Track00169
Track00170,train,drummer3,session2,detroit_garage,9_rock_100_beat_4-4,data/StemGMD_org_9stem/train/Track00170
Track00012,test,drummer3,session2,detroit_garage,10_rock_100_beat_4-4,data/StemGMD_org_9stem/test/Track00012
Track00171,train,drummer3,session2,detroit_garage,39_rock_92_fill_4-4,data/StemGMD_org_9stem/train/Track00171
Track00172,train,drummer3,session2,detroit_garage,2_rock_100_beat_4-4,data/StemGMD_org_9stem/train/Track00172
Track00009,validation,drummer3,session2,east_bay,5_rock_100_beat_4-4,data/StemGMD_org_9stem/validation/Track00009
Track00173,train,drummer3,session2,east_bay,42_rock_110_beat_4-4,data/StemGMD_org_9stem/train/Track00173
Track00174,train,drummer3,session2,east_bay,45_rock_110_fill_4-4,data/StemGMD_org_9stem/train/Track00174
Track00175,train,drummer3,session2,east_bay,30_rock_92_beat_4-4,data/StemGMD_org_9stem/train/Track00175
Track00176,train,drummer3,session2,east_bay,23_rock_92_beat_4-4,data/StemGMD_org_9stem/train/Track00176
Track00177,train,drummer3,session2,east_bay,16_rock_100_beat_4-4,data/StemGMD_org_9stem/train/Track00177
Track00178,train,drummer3,session2,east_bay,6_rock_100_beat_4-4,data/StemGMD_org_9stem/train/Track00178
Track00179,train,drummer3,session2,east_bay,37_rock_92_beat_4-4,data/StemGMD_org_9stem/train/Track00179
Track00180,train,drummer3,session2,east_bay,24_rock_92_beat_4-4,data/StemGMD_org_9stem/train/Track00180
Track00181,train,drummer3,session2,east_bay,48_rock_110_beat_4-4,data/StemGMD_org_9stem/train/Track00181
Track00182,train,drummer3,session2,east_bay,41_hiphop_110_beat_4-4,data/StemGMD_org_9stem/train/Track00182
Track00183,train,drummer3,session2,east_bay,34_rock_92_beat_4-4,data/StemGMD_org_9stem/train/Track00183
Track00184,train,drummer3,session2,east_bay,21_rock_92_beat_4-4,data/StemGMD_org_9stem/train/Track00184
Track00185,train,drummer3,session2,east_bay,18_rock_100_beat_4-4,data/StemGMD_org_9stem/train/Track00185
Track00186,train,drummer3,session2,east_bay,32_hiphop_92_beat_4-4,data/StemGMD_org_9stem/train/Track00186
Track00013,test,drummer3,session2,east_bay,11_rock_100_beat_4-4,data/StemGMD_org_9stem/test/Track00013
Track00187,train,drummer3,session2,east_bay,33_hiphop_92_beat_4-4,data/StemGMD_org_9stem/train/Track00187
Track00188,train,drummer3,session2,east_bay,4_rock_100_beat_4-4,data/StemGMD_org_9stem/train/Track00188
Track00189,train,drummer3,session2,east_bay,19_rock_100_beat_4-4,data/StemGMD_org_9stem/train/Track00189
Track00010,validation,drummer3,session2,east_bay,25_hiphop_92_beat_4-4,data/StemGMD_org_9stem/validation/Track00010
Track00190,train,drummer3,session2,east_bay,13_rock_100_beat_4-4,data/StemGMD_org_9stem/train/Track00190
Track00191,train,drummer3,session2,east_bay,17_rock_100_beat_4-4,data/StemGMD_org_9stem/train/Track00191
Track00192,train,drummer3,session2,east_bay,31_hiphop_92_beat_4-4,data/StemGMD_org_9stem/train/Track00192
Track00193,train,drummer3,session2,east_bay,1_rock_100_beat_4-4,data/StemGMD_org_9stem/train/Track00193
Track00194,train,drummer3,session2,east_bay,43_rock_110_beat_4-4,data/StemGMD_org_9stem/train/Track00194
Track00195,train,drummer3,session2,east_bay,47_rock_110_beat_4-4,data/StemGMD_org_9stem/train/Track00195
Track00196,train,drummer3,session2,east_bay,27_jazz_92_beat_4-4,data/StemGMD_org_9stem/train/Track00196
Track00197,train,drummer3,session2,east_bay,38_rock_92_beat_4-4,data/StemGMD_org_9stem/train/Track00197
Track00198,train,drummer3,session2,east_bay,15_rock_100_beat_4-4,data/StemGMD_org_9stem/train/Track00198
Track00199,train,drummer3,session2,east_bay,7_rock_100_beat_4-4,data/StemGMD_org_9stem/train/Track00199
Track00200,train,drummer3,session2,east_bay,40_hiphop_110_beat_4-4,data/StemGMD_org_9stem/train/Track00200
Track00201,train,drummer3,session2,east_bay,36_rock_92_beat_4-4,data/StemGMD_org_9stem/train/Track00201
Track00014,test,drummer3,session2,east_bay,35_rock_92_beat_4-4,data/StemGMD_org_9stem/test/Track00014
Track00202,train,drummer3,session2,east_bay,20_rock_92_beat_4-4,data/StemGMD_org_9stem/train/Track00202
Track00203,train,drummer3,session2,east_bay,46_rock_110_fill_4-4,data/StemGMD_org_9stem/train/Track00203
Track00204,train,drummer3,session2,east_bay,3_rock_100_beat_4-4,data/StemGMD_org_9stem/train/Track00204
Track00205,train,drummer3,session2,east_bay,26_hiphop_92_beat_4-4,data/StemGMD_org_9stem/train/Track00205
Track00206,train,drummer3,session2,east_bay,44_rock_110_fill_4-4,data/StemGMD_org_9stem/train/Track00206
Track00207,train,drummer3,session2,east_bay,14_rock_100_beat_4-4,data/StemGMD_org_9stem/train/Track00207
Track00208,train,drummer3,session2,east_bay,28_rock_92_beat_4-4,data/StemGMD_org_9stem/train/Track00208
Track00209,train,drummer3,session2,east_bay,29_rock_92_beat_4-4,data/StemGMD_org_9stem/train/Track00209
Track00210,train,drummer3,session2,east_bay,8_rock_100_beat_4-4,data/StemGMD_org_9stem/train/Track00210
Track00211,train,drummer3,session2,east_bay,22_rock_92_beat_4-4,data/StemGMD_org_9stem/train/Track00211
Track00212,train,drummer3,session2,east_bay,12_rock_100_beat_4-4,data/StemGMD_org_9stem/train/Track00212
Track00213,train,drummer3,session2,east_bay,9_rock_100_beat_4-4,data/StemGMD_org_9stem/train/Track00213
Track00015,test,drummer3,session2,east_bay,10_rock_100_beat_4-4,data/StemGMD_org_9stem/test/Track00015
Track00214,train,drummer3,session2,east_bay,39_rock_92_fill_4-4,data/StemGMD_org_9stem/train/Track00214
Track00215,train,drummer3,session2,east_bay,2_rock_100_beat_4-4,data/StemGMD_org_9stem/train/Track00215
Track00011,validation,drummer3,session2,brooklyn,5_rock_100_beat_4-4,data/StemGMD_org_9stem/validation/Track00011
Track00216,train,drummer3,session2,brooklyn,42_rock_110_beat_4-4,data/StemGMD_org_9stem/train/Track00216
Track00217,train,drummer3,session2,brooklyn,45_rock_110_fill_4-4,data/StemGMD_org_9stem/train/Track00217
Track00218,train,drummer3,session2,brooklyn,30_rock_92_beat_4-4,data/StemGMD_org_9stem/train/Track00218
Track00219,train,drummer3,session2,brooklyn,23_rock_92_beat_4-4,data/StemGMD_org_9stem/train/Track00219
Track00220,train,drummer3,session2,brooklyn,16_rock_100_beat_4-4,data/StemGMD_org_9stem/train/Track00220
Track00221,train,drummer3,session2,brooklyn,6_rock_100_beat_4-4,data/StemGMD_org_9stem/train/Track00221
Track00222,train,drummer3,session2,brooklyn,37_rock_92_beat_4-4,data/StemGMD_org_9stem/train/Track00222
Track00223,train,drummer3,session2,brooklyn,24_rock_92_beat_4-4,data/StemGMD_org_9stem/train/Track00223
Track00224,train,drummer3,session2,brooklyn,48_rock_110_beat_4-4,data/StemGMD_org_9stem/train/Track00224
Track00225,train,drummer3,session2,brooklyn,41_hiphop_110_beat_4-4,data/StemGMD_org_9stem/train/Track00225
Track00226,train,drummer3,session2,brooklyn,34_rock_92_beat_4-4,data/StemGMD_org_9stem/train/Track00226
Track00227,train,drummer3,session2,brooklyn,21_rock_92_beat_4-4,data/StemGMD_org_9stem/train/Track00227
